VendorNo,BankCountry,BankKey,BankAcc
78758,AZE,040590,16978888
85768,HUN,360844,97096495
85768,VCT,583202,55102620
49986,KOR,011275,44032728
29504,SLE,833158,87108215
79554,THA,537218,20230694
89460,BES,117237,29631506
27311,MYT,195466,30854979
27311,COK,986744,06677103
72877,AND,410633,01855092
72877,ZMB,374272,36851190
13521,VGB,930151,32104651
13521,SHN,019479,21240077
32687,BES,264968,57292850
88059,FSM,338992,55732563
88059,TCA,347374,35527050
96158,GRL,463489,12641960
96158,LIE,265566,37781599
49963,KWT,397991,70664373
84070,MNG,441861,21399834
84070,BDI,596122,37164256
14530,ROU,505913,57271494
14530,NCL,794607,75906170
79907,KWT,225888,14652774
79907,BVT,981454,58037094
27501,PRY,629416,15929244
27501,EGY,720829,89567036
75037,MNG,104719,43499285
75037,BLM,333745,08389560
61098,POL,250943,98909902
16935,LTU,395488,00668552
16935,TUN,858689,02286735
34195,MTQ,847920,75861155
32767,MNE,238637,24918514
32767,MRT,462234,62407182
95142,ESH,391299,46600360
73640,MLT,221182,05949818
73970,ZWE,878054,15255536
81341,WLF,705568,77087096
84159,CXR,087594,80960492
61043,ERI,027364,16390728
61043,MLI,479951,04682435
58445,OMN,937189,18935230
36981,KAZ,896175,48565408
36981,HKG,071719,80494286
81134,GNQ,573559,67477507
94227,LAO,096097,29935829
94227,GUF,335957,25653528
72893,JEY,268656,68754201
98793,ALA,624571,97006401
98793,TJK,683833,53201634
83073,MNE,331253,61749874
49236,MNP,364696,98577705
49236,MRT,676727,24908011
90943,ABW,311358,16744209
58522,HUN,637570,80679669
40070,GBR,701653,52418920
79139,LCA,831251,19963776
859,COD,798254,35226090
82775,GGY,934500,06572666
82775,ISR,730040,33959950
35750,FIN,207088,90076320
35750,BOL,884494,20272060
11878,SVK,977296,01971118
57099,THA,639170,80628781
57099,BEN,540107,28235549
63749,COM,964454,15309998
63749,DJI,773605,63017084
69208,ISL,501596,94014877
50028,ATG,444125,67424831
50028,SHN,912756,69700485
85952,NAM,577216,32375449
85952,TUN,055528,15175209
98577,COG,227512,09923830
98577,AUS,481091,66771064
43201,ESH,132920,53942642
43201,JAM,652573,97562283
96266,COD,061247,23179751
96266,MNG,998020,42125227
5471,JOR,868405,76706157
5471,GRD,680155,07006747
53012,BDI,056255,72944342
53012,NAM,604815,40135504
91706,TUV,173426,73814211
7199,RUS,477660,87540507
47161,BTN,773344,52948271
86604,AUT,094675,75670708
66010,GIB,926711,50215181
9756,SLV,796781,56997565
40169,COK,860852,02325818
40169,BLZ,798855,05028999
2932,ATG,170706,57883328
90364,MAF,306075,10319886
59595,TKM,951898,43637655
59595,NGA,432556,45958979
24988,LKA,432809,94123787
24988,TKM,880820,41297257
28650,UZB,189806,20729270
42215,RWA,180177,87310430
42215,TWN,371162,82394343
94364,SLV,602571,55504811
21970,LIE,338381,02906087
21970,BGD,327954,03155351
18731,FLK,566722,69789085
7763,GMB,921750,50548047
7763,GNB,083436,55726265
40274,SDN,199091,77336543
24303,AUS,070503,51231168
24303,ARM,806189,69681473
77767,DZA,987793,87712133
77767,CCK,442096,23879014
58168,MAR,165691,94063920
8189,DJI,349563,98727185
12147,CPV,206376,31394775
1447,OMN,634993,64444103
84798,IRL,965642,56175407
67352,TGO,897021,16153989
31543,BHS,150796,65739518
31543,SLB,000774,60545784
78887,LBY,389277,48328825
78887,JAM,291120,68124695
3562,RUS,134025,20600363
37245,JEY,544795,12629922
321,SRB,329029,80144023
321,CUW,440060,05262432
60705,SLV,692751,61902077
60705,BLR,917242,85508713
81214,DEU,863535,33042180
81214,BLM,349818,32336246
1608,URY,456770,70653357
1608,GLP,054682,69748320
28155,TUR,890504,55891232
28155,HUN,722486,49552563
81320,THA,555109,62975437
94555,ERI,858935,74945418
83731,TKL,808069,24598987
62956,SAU,412860,25415638
96075,COG,740496,23974207
9666,MYT,947301,84173423
83338,BEL,272689,12403371
48013,MSR,598616,27115519
48013,RUS,039806,78314972
48685,ECU,617990,51618681
48685,THA,009224,92764600
43029,SLB,290133,00120670
41709,FRA,989066,92727195
41709,BFA,734192,20078300
98566,SXM,683999,62153728
98566,TUV,105983,39015302
39764,BOL,701826,91730568
39764,ETH,124689,27263834
9374,MUS,631444,03889211
9374,WSM,480487,76096429
83063,SAU,930258,24270369
54692,PLW,515888,91499013
19338,TWN,889869,05473457
99587,GUM,411471,23442271
55445,BOL,777179,18085229
55445,NIC,513998,05243284
942,MLI,799282,94071846
942,FIN,481907,04254159
21491,IRL,903110,40517265
21491,ZMB,587623,96948067
66208,NRU,783842,83783015
79911,PHL,523224,80820149
17022,GMB,034364,80517647
13419,ARM,293240,32722695
13419,TCD,899445,76225482
59658,CUB,240918,41343679
78809,GBR,580688,00633024
47699,PRT,662312,28426039
42574,MLI,972992,44406359
42574,TWN,486112,60539303
33194,TCD,013461,62719489
33194,LVA,612717,26274306
69104,CRI,787680,79079872
46309,SLV,202877,26566055
93566,VUT,287036,32138973
93566,WSM,871407,66422167
29525,SDN,046889,58033623
7638,KIR,398494,02089991
7638,KNA,751670,82990778
15840,BEN,897077,29182344
79323,KAZ,178148,42683244
98530,GRD,688511,61605003
98530,BGR,994427,73729270
74877,CYP,579352,77284761
74877,DJI,664304,58876686
75979,PRY,393974,49231390
80702,MNE,789287,43415203
80702,BRN,745202,99227596
97291,PRT,384975,29191535
68346,MEX,669676,91229285
68346,VIR,233258,64871148
934,TUV,839885,67471805
934,TGO,959383,06080211
56116,UMI,966304,63683739
56116,BRB,536220,38735176
18189,KWT,929896,25927489
18189,MAF,969143,49975994
72596,MHL,000492,53917834
72596,PRK,426791,29524144
60650,THA,797288,99803392
21608,BTN,647186,54995499
21608,CIV,748180,68869351
23598,RUS,062022,76430814
23598,ATF,382415,02198109
96817,KGZ,687083,77398865
96817,PCN,495288,05573024
50921,URY,774131,59987259
32979,TUV,780393,00153108
21833,ROU,098096,10882899
21833,AND,261221,22067306
87872,PRK,614938,52037189
21707,ATG,593701,01167698
31798,MRT,191935,70058873
31798,RWA,919349,88130277
91752,AGO,493540,51856484
57186,ATG,358486,45247257
45076,CIV,719660,73869244
45076,TWN,649066,69001385
92670,ALB,750385,23043496
51942,MDG,227864,71764563
51942,MNE,930777,48138470
69976,MYT,399919,49106037
69976,VUT,161062,50248104
26931,COG,573788,30929246
26931,NOR,526239,51430821
73764,BWA,225203,35319053
73764,CAN,415768,48738241
79737,MNP,063460,45038864
79737,ATA,194720,12023733
10884,SVN,797365,65376907
10884,IOT,782096,46213287
55481,COK,286533,21753308
55481,HRV,456960,28200001
29134,MTQ,887162,11863485
29134,FRA,489245,00504632
71654,CAN,935461,50083782
38147,TUV,160848,55285037
11082,TLS,843157,31915500
51107,TUV,057799,32154093
51107,AUS,143096,50130968
97295,IMN,235275,31985219
97295,AUS,632866,29266403
56161,FRA,470591,39260819
35647,NZL,824750,90763744
13848,KIR,670925,84727841
13848,GAB,114638,59752574
14922,GGY,120426,84480707
14922,WSM,763612,25312210
8649,MAC,228342,42955200
16998,VIR,877698,90147882
16998,PNG,732786,82772610
33432,CHE,574812,57352613
2353,KHM,064711,03655937
2353,MLT,477023,52675763
38190,AND,192492,03472903
82736,MYS,430449,46565426
82736,CZE,721230,17371689
14121,GBR,702410,71753508
14121,GAB,726456,42995463
23838,KOR,129014,04227130
23838,FLK,816825,27575550
14346,ROU,508252,76935892
14346,EGY,949388,50244073
91900,MDA,538221,30445602
85607,NFK,945993,98154945
85607,CAN,523701,76254235
92437,ZWE,693516,24950333
37541,LKA,306982,43873535
37541,MOZ,596542,61227513
65144,DNK,649575,19746003
23318,BEL,570644,90233009
23318,RWA,811862,38826192
53201,ISL,141341,04448587
74278,PCN,912893,64800719
76105,CUW,408902,05729031
65713,MDG,825571,44019992
65713,CHL,662175,90424625
54461,LAO,223382,10321345
99388,TZA,331614,15871000
99388,JAM,051441,12855384
18934,TCD,594839,75595423
18934,USA,605356,48275201
85924,MAR,446161,92378971
85924,SVN,766686,29655843
46913,PSE,958505,96237965
9022,GLP,344546,16799930
69034,UGA,777154,70525338
5954,MOZ,350399,03896669
84687,MRT,772435,12606839
80548,COD,846040,59094351
80548,NLD,187413,19070021
79585,JPN,403008,36507169
11198,KAZ,045328,35939057
11198,COG,792323,39952817
28033,DEU,113755,27118863
28033,GNQ,435134,87761397
31995,PNG,859345,31985719
31995,THA,543723,48417896
40399,AUS,009492,54278185
36054,MYT,238653,24420963
81754,CAN,770274,33269191
81754,POL,449557,13239662
12945,GNB,887161,40796879
12945,TON,121735,23823067
69197,BDI,402546,94544765
16710,BLM,156650,55693409
16710,ESP,117019,81612581
7563,MDA,948327,69768292
7563,OMN,023806,16199320
1513,VEN,322484,97986945
11272,VNM,296295,48120490
14302,LKA,684104,61440623
14302,MOZ,674834,98624967
50269,WLF,512457,99729901
50269,GLP,978365,62552816
63321,TLS,143310,66752883
45597,CHL,357771,12417776
45597,EST,285205,62009372
43236,MLI,410265,95910574
19809,WSM,662510,62704377
71560,MNG,574761,83434155
71560,AFG,421199,46028276
91916,AUT,415578,81713401
75551,UGA,941165,54110751
9983,NLD,832524,84580738
9983,MTQ,802102,80666081
58369,IRQ,928207,19488590
12883,PAK,741902,46204008
12883,NPL,562318,61096927
25614,NOR,168671,11321637
91165,MLT,507374,88834188
91165,TLS,719959,63078731
62021,GUY,354308,92161159
62021,EGY,842424,82160922
1994,POL,997212,43662861
45440,GNB,550419,71619903
43510,BEL,481741,33665287
71610,SYC,256955,74766088
54620,ARM,126717,59618199
54620,MCO,873402,72759509
531,KIR,562090,95331458
43495,GUF,621211,58152837
43495,PRY,210976,15766198
71412,MCO,465083,67643837
71412,SUR,743882,19946991
7876,COM,355012,36610907
7876,ARG,149879,62539892
28210,MHL,208079,90963957
28210,ISR,012834,77563568
58121,FRA,822568,58408317
58121,NZL,074089,49323437
44001,AUS,190459,14170802
39004,SXM,290434,54150932
39004,COG,083358,97273625
19086,GNB,238657,71898897
62648,ASM,309836,56413837
92864,MKD,618865,06915792
92864,MDV,560500,68555129
8177,HUN,681974,81821992
84169,SPM,089490,09973057
90402,KIR,834073,88587842
90402,KGZ,670554,61188755
87562,SVK,821167,22857692
87562,SHN,912783,06817424
98907,MNP,874911,34265797
98907,SHN,879785,94177435
46146,SLE,979935,73779249
46146,PRI,906419,19514753
47603,LKA,111775,16148624
65959,CCK,012950,04921209
3015,IOT,407828,21455542
3015,GLP,330387,41387565
1205,SLB,637994,72458812
58250,BGR,757435,12451148
93325,BRN,044763,59902706
82489,IRL,274022,75753682
50851,LIE,220470,61059107
46069,TCD,317750,79903048
53599,KNA,357466,59753770
53599,DOM,732731,16104369
73941,WSM,217850,57037175
73941,NLD,608602,67282968
95971,EGY,129470,25661587
95971,SVK,949520,37221214
69177,KAZ,448495,79653007
56548,PSE,126009,74254246
56548,TWN,881073,12159826
42605,MDA,992884,76275791
68060,KAZ,878145,84159829
93612,LBY,576518,48006397
62731,FSM,715661,77166125
49365,UKR,880626,84189929
8070,GNB,341931,27556809
8070,VAT,026780,80658960
91009,TUR,745134,37662985
91009,VGB,724024,33504556
15985,VCT,556792,71192922
12140,SLE,598098,15868010
12140,NPL,252788,63394007
32077,COM,198984,40666998
32077,GUF,223158,36747432
31677,ROU,213887,98098548
20627,MOZ,163307,50916432
15921,CUW,978406,06652077
77880,HRV,472457,41965715
54099,CUB,970181,58100298
54099,MDG,105545,72607419
29302,CHL,739513,81676983
85876,GIN,420163,54323253
34290,DOM,295482,63479715
23265,PCN,563309,21556638
23265,GRL,113286,04931919
48353,NZL,567183,44778679
12328,CYM,927514,61242945
12328,MNP,269186,20681363
85736,TTO,457236,52554893
72236,ALA,213645,76884900
72236,LBY,457898,84258316
98179,GIB,711168,06963323
19098,FJI,373042,64422031
97619,NPL,921958,61906359
97619,PNG,207027,33561837
26244,IRL,641807,61716135
26244,BVT,260003,31268738
37524,HRV,811044,14606278
95858,UMI,544720,95443735
97763,KNA,028518,39491332
97763,ATG,120549,19850868
96189,AFG,114269,54540372
31114,MRT,694325,55151714
31114,CYP,774717,56492398
81189,CUB,769720,88536591
81189,SVK,529320,91025709
95055,SJM,018990,23259742
92384,KGZ,278729,12315696
92384,COM,327357,04164567
38987,NLD,750525,52383909
81325,BRB,762199,76394335
81325,AZE,268427,38088921
77610,AGO,032861,68873305
67238,TGO,868528,49527044
67238,CMR,976850,77871501
5466,MSR,071833,18707395
5466,CRI,382589,49983804
80479,BLZ,309473,71368248
80479,AGO,971512,41862428
3186,MUS,427040,81537905
3186,BRA,219917,70104463
56434,VNM,986204,85629637
56434,SHN,655334,91653142
386,LBY,348788,84577575
386,CHL,074125,76863300
60679,ARG,131238,28695690
62751,IRL,966030,69708633
62751,SWE,143343,25888684
15227,SEN,039503,53673954
15227,LUX,336440,57618830
25969,PRT,990387,84309854
73392,KOR,891200,25439255
22473,LAO,506859,63610601
33901,YEM,499089,94874160
33901,SDN,088210,61177803
50498,MAR,065943,71583944
11308,JPN,819617,24896804
71315,CMR,324607,90879603
49304,LAO,213541,10703049
49304,ISL,944100,57984581
11457,SJM,163203,98954476
11457,MCO,187372,75595039
94347,POL,239893,48777318
94347,REU,242538,97978635
93944,MRT,322143,35679033
93944,SXM,562960,24680401
64338,BDI,692839,87441449
64338,MUS,357875,79834972
24943,ITA,038481,27772959
32836,NIU,666558,52740404
7383,SOM,563604,39662000
94553,WSM,287549,32177950
6028,TON,970356,53192910
58727,SVN,503353,00429410
32220,UKR,159835,64486703
32220,GRD,426286,14286115
49312,ISR,459508,37952746
22162,NFK,057001,25845851
22162,MLI,085092,08609988
35212,IOT,195542,06469340
35212,PSE,429301,95978513
84514,COD,818865,89320844
84514,GHA,830872,31555594
41775,LAO,751921,76932970
50207,CHL,992921,08850462
38704,OMN,010318,95233818
78079,MKD,963676,70539697
71052,BRA,685676,36562128
1310,PRT,720672,10516816
1310,GRC,581285,93729110
24232,RWA,691419,50618413
92364,ITA,392025,05713326
92364,KGZ,901286,54487900
73065,AFG,082838,57813098
73065,BEN,755877,17564890
9000,UKR,757712,54093717
90737,IRQ,895955,21912573
90737,CYM,322615,17177569
30607,OMN,588204,89687148
90864,VEN,579300,11971427
72153,ATA,912082,41652878
72153,MHL,348859,51375988
34038,NIU,858228,40990598
34038,CAF,671175,34935355
92070,VIR,312672,69512959
92070,IRN,768915,87516161
21394,NAM,960359,55204571
21394,PCN,650569,46841581
62966,CAF,463803,45629681
22401,COL,611333,70613612
22401,LCA,568534,65616928
32611,MEX,130805,15805191
37170,SGP,637636,15489323
73692,GUM,831391,36714973
18144,SJM,361362,59171434
18144,LAO,194754,62849454
17452,WLF,413127,09565028
37142,BRB,601531,06864340
37142,LBY,753051,53931164
91298,FLK,272776,16041294
40205,POL,483088,77911592
40205,DMA,044854,58180709
72974,VAT,327592,16802346
46608,UMI,843426,15217824
15812,IRN,028431,54944137
15812,CHL,683032,23050295
85790,ZWE,552625,77547071
34571,TTO,200916,73860683
34571,BLM,236272,67973203
4400,MNG,483364,51895518
9460,SRB,925822,24223951
15740,BGR,174021,80062340
15740,BGD,041786,95489123
52882,SLE,928827,12399169
52882,MWI,119399,60476704
91098,WSM,002045,97653518
7599,LVA,623889,36682573
90903,UKR,029236,56410144
30824,QAT,850289,01012011
63298,FRO,810105,85437596
63298,SLB,401571,37118372
57245,SDN,983518,51284920
57245,BGR,425173,47024677
67290,PRY,762717,84235247
67290,VCT,313143,66152624
54460,RWA,867843,37758329
54460,SMR,954842,89880325
14056,KNA,670432,58163959
14056,FIN,462745,10423790
187,ATF,412499,37910562
187,CYP,696521,14531859
98695,TUN,543657,59301684
61522,TLS,311680,46128935
61522,BRA,693668,43532112
68097,HKG,171608,78644543
68097,SYR,512780,70984650
50882,GRC,818217,50955586
7528,PLW,937062,75318818
7528,AUT,722762,10540735
57088,FJI,130994,80380200
37903,LBY,215722,86788810
30878,PAK,315736,44490660
82046,LBN,381740,13487593
82728,VNM,400900,89561719
7728,KGZ,131983,38094865
39192,SSD,563249,37219484
39192,PER,415407,06489738
62719,EST,875137,86675314
38589,ESH,368896,48032349
81248,PRY,765969,40954507
19277,BGR,601530,14607803
19277,FRA,096485,11982704
54084,GTM,749908,65627292
54084,SYR,558512,40384661
68591,COM,041988,70348810
68591,TLS,281198,39195475
11053,MMR,189751,28062282
11053,ARE,570737,53564269
52060,CZE,788851,53847978
94931,BVT,055596,58444851
94931,HUN,275487,49863038
89856,SXM,099587,50883021
89856,GIB,081016,79883441
43219,GBR,093149,83073738
44712,MLT,149462,42584781
169,GEO,383449,29200432
82149,HRV,756421,13527751
82149,KNA,456781,81215402
12818,GIB,064698,59626587
12818,HMD,989192,07032995
96835,SGS,628219,58485259
96835,VCT,811154,21161073
76461,TJK,499988,88376817
64111,ESP,229164,79729423
27460,AUT,579276,51551711
27460,MEX,394510,66940513
32266,CUW,820591,39229199
37660,JAM,934835,68319113
37660,TUR,407568,15728696
89843,GRL,695233,96822582
30103,RWA,673609,57398544
30103,BES,638102,85683671
53460,EST,283179,40014818
26182,LBR,164866,40868913
37984,TUV,827225,97351500
48216,CHL,879681,27071181
48216,IOT,523765,16011677
45560,HND,980786,83447780
45560,DEU,757234,64678259
80027,REU,491913,99494185
80027,ETH,845863,73696838
82376,CMR,167693,40402056
82376,ISR,518998,01249883
69924,MMR,469373,88084607
2314,HRV,683984,37589071
84754,CXR,284312,15614721
86128,BEN,777271,59641453
56310,GLP,110918,76374902
56310,MEX,415067,85099522
10689,LSO,281729,18624578
10689,ARG,112848,74273098
5293,NPL,974425,37264309
87063,BRA,925810,65004938
87063,SLE,786492,82534099
28709,TUN,940651,02313487
15679,HTI,818199,16058141
49221,NPL,564821,32616183
49221,MRT,845058,91267933
30493,VEN,522010,81316562
73460,TUR,601433,53329168
73460,SDN,268573,78567083
28171,BLM,481460,82522797
3449,GRL,189538,06826799
3449,LBR,000867,81184173
15401,MYT,365301,07009430
15401,ATG,311052,00105718
77268,VCT,564717,84121709
77268,CYM,731157,66357672
15313,MLT,921797,64490713
15313,PRK,179823,95034408
84772,CMR,591812,60794491
84772,KOR,544019,16955824
4655,ARE,470063,26304408
4655,ARM,745477,02875840
7592,LKA,713838,59058924
83961,GUF,408821,37771611
2303,BOL,391954,37797393
2303,ALA,942705,53344571
10325,GUM,793718,08921959
23149,MYT,051694,47720063
23149,GUY,600758,29270097
39974,BVT,211016,41470890
76256,TCA,725140,50489632
15409,LCA,223726,26998508
18407,RUS,457718,98314132
18407,GTM,478238,24458653
97812,CIV,959120,13978945
91249,UMI,762911,89873643
20046,PER,243809,18154514
20046,MAF,003314,56470577
82994,SXM,488926,79987378
82994,MNE,482602,80236395
88558,MHL,363839,90515397
88558,POL,955835,59810947
13360,BLZ,825102,93684256
98378,RWA,874504,35500132
38848,DJI,310960,45272579
53496,KOR,970038,84375422
49767,SGP,643511,95546881
71096,ZWE,667204,11180524
36021,BLZ,702845,30504887
36021,SPM,197306,62805764
78086,MNG,546932,93795173
65617,MHL,171499,20383113
4137,NIC,605154,22664702
4137,JPN,845275,19377844
9606,NLD,981349,57930169
62797,BHS,517040,03085860
13240,USA,405331,70752105
13240,MWI,888182,86216521
46545,LCA,371987,62547036
62991,SWZ,769679,97671186
62991,CCK,939622,40096848
5730,PHL,867094,56634685
24125,MKD,384496,81651788
24125,NGA,095036,03982101
3321,ISR,606321,77435341
3321,NFK,113722,08321013
29760,LIE,919090,91909131
29760,KIR,029356,11333671
11278,ZWE,245749,41546393
11278,FRO,215997,93033554
74419,MNG,386378,67507480
74419,REU,078047,33331204
23557,ARG,432089,53550828
14880,AFG,426660,69497175
95984,ARM,048008,86293841
16072,THA,382805,31377088
66856,LVA,320704,15885087
66856,TUR,761666,89140513
6245,PAN,197611,84922113
3433,HUN,817018,89126028
78515,SPM,061425,05411520
78515,FJI,450278,70775167
2697,IRQ,096845,20209520
2697,ZAF,560662,06031395
83099,GUY,771344,38663853
83099,URY,151988,57673246
41132,AUT,313744,14181304
41132,ROU,220905,64827879
27750,SYR,826099,20615648
27750,AZE,753965,49014434
19904,CZE,621623,07623338
11151,CYM,978711,45300405
5537,SLE,527328,70376487
5537,TON,963128,06464308
29386,LSO,163322,49303793
29386,HUN,161263,62282380
77559,EST,615007,02738783
77559,GUM,974308,89914838
28372,MYT,456547,82420804
28372,ECU,817394,96485073
87868,ARM,144513,29864639
81201,VNM,990632,11110377
67162,QAT,675293,04904513
67162,MAR,604052,33979005
25504,CYP,332244,65538798
25504,PCN,780965,45776051
31147,MAF,556167,04086184
31147,CUW,166130,19100517
70871,SRB,152129,73888278
70871,SYR,966650,25672012
56220,GGY,565601,33532870
97649,CUW,523738,77822999
16119,PNG,745153,18958300
16119,GRC,069164,06654271
52346,JOR,844747,25250997
52346,ATG,903634,75863268
38669,COD,281715,51822264
38669,ZWE,239253,31394021
1395,EST,535152,37858228
1395,GAB,765631,98801109
25824,UZB,228149,06536115
25824,LSO,883799,84300037
29761,NZL,201307,29031281
74111,SSD,758451,76954253
74111,SRB,096281,48481544
49208,ATA,606598,37833070
49208,TUN,903112,10556432
25864,VIR,863437,31125080
27312,RUS,594402,21721293
27312,UGA,525180,61450611
76021,NLD,097367,28450049
72737,MAR,216715,54115480
72737,YEM,089380,39876191
45961,POL,112819,76834462
38082,BWA,551536,39887616
35051,LAO,137026,97697809
71959,MAR,567434,02102128
71959,BIH,394687,57377417
8160,TTO,295320,26871651
8160,KAZ,786336,83805390
15726,IDN,086233,98484934
28220,SUR,462748,56789329
28220,SLB,655892,21346910
74396,MYT,569839,55336781
4273,MHL,355720,78938563
62108,MOZ,217382,25154143
62108,BHR,594693,97808873
65742,BDI,988363,35636910
53036,COM,965312,85205565
66977,SJM,205141,82339783
57105,PCN,409717,46378862
32965,UZB,476943,60973385
5926,HKG,973710,87992338
52706,HRV,878973,79099922
52706,PER,055921,16966440
57383,TON,514577,93787042
51155,LUX,010752,96310217
31118,DZA,410111,08569620
31118,VAT,288513,40523988
96525,NCL,629347,34226201
96525,ZMB,182000,09917237
12531,MYS,399859,87989218
12531,MRT,769664,48458142
28179,HTI,071876,46374079
28179,ARG,136409,88828162
49350,GLP,342933,75741034
22445,NFK,327093,77294337
22445,CPV,465595,21988516
41904,LKA,816050,77238038
42976,ALB,805908,50829545
86332,ZWE,667520,27019946
98117,ALA,573267,56852058
61622,GMB,529934,03251454
54644,JEY,827961,59343058
54644,CCK,070157,46273171
79799,COD,890578,17620160
5255,ERI,859818,85715687
5255,NFK,519460,66912684
27334,GRC,857767,55213558
27334,PER,449106,12669163
52868,SLE,476542,29311914
29176,NAM,982978,98538125
10840,ASM,952207,26153715
24139,CYM,888072,11811238
33906,MAC,794585,70566315
1336,BOL,527798,26443519
38348,CIV,648492,24046286
38348,ERI,404827,34194296
34028,TCA,368998,85768899
536,PSE,729546,60031113
536,MNE,320247,22854044
75569,DNK,204219,94374630
60502,NOR,038482,37091262
60502,MMR,696005,05171616
86555,SHN,408253,94412507
56861,GUF,396810,28989036
48358,AIA,427218,53332372
7175,VUT,469991,04397199
7175,COG,331338,73020318
1343,SLV,739299,30639241
78565,MSR,580533,68052687
29429,NIC,383192,13317546
29429,WLF,093334,08274469
98884,LSO,296624,74863400
85674,SJM,572014,23698684
85674,MAF,944774,99740459
83067,BVT,606377,36387541
8632,ATG,962952,42227668
8632,ARG,732456,62203278
15914,CUB,061799,73972804
89907,GRC,957286,79880772
89907,PSE,467579,84379554
20227,FJI,897191,23756285
95950,TCA,708800,56433353
95950,OMN,754239,49454167
90507,CAN,111450,35767930
58864,MNE,948397,12454807
58864,GLP,180705,17221124
53296,DMA,277015,85661538
98461,HND,456209,65133294
98461,DZA,607460,35554550
80637,SYC,730513,45322956
80637,CHN,191242,19512773
82636,ARM,370945,47858467
45277,LBN,123532,52291763
45277,GMB,053188,09217568
77551,NPL,749305,91119239
73760,IDN,150683,25908575
62898,ATG,334810,73173115
19914,PER,405759,18591261
27763,MMR,318163,83873525
27763,IMN,366191,00480619
14693,VNM,714946,03136891
14693,GNQ,998243,64199932
39676,SGS,634183,01121396
39676,COL,211951,17176795
65159,TCD,393264,56645577
6592,PAK,690425,92162220
76844,LKA,471266,93527234
76844,FRO,614681,80948866
54571,BVT,856712,21137793
81635,ZWE,649289,05901498
81635,QAT,166138,84202524
51894,CRI,754074,09435071
51894,SWZ,783557,48380683
30580,REU,234417,44363305
2628,TKM,640626,98718028
2628,GGY,380804,85705568
64322,NCL,455862,23799150
44198,LBR,704372,84106574
67890,PRT,168364,70471497
72824,OMN,204519,20134814
72483,CHN,803889,33983921
46033,CYP,198284,04304031
46033,SDN,924724,91848037
95264,BES,583824,29067388
95264,BWA,229434,04365895
39365,GRD,553873,29506928
95271,KIR,432902,05837910
64182,NLD,137461,48549922
64182,BOL,518225,08124172
8348,CUW,114319,07557637
8348,FSM,548621,93806395
20432,JEY,843867,43397143
20432,SXM,341693,52868451
36503,HKG,214644,92054191
33457,CRI,655634,92762458
76646,BVT,071455,93674933
95651,LTU,038572,20830365
95651,EGY,924938,63075791
76675,FLK,204383,69685553
76675,SAU,971229,86902460
89862,ETH,336839,30222156
89862,MOZ,540111,03046938
1790,LBY,837320,00243615
37849,AUS,659840,78772859
37849,ZWE,044720,99518718
22377,MYS,126015,72681060
22377,MNP,710743,24234341
90755,LCA,528697,48940768
93832,PRY,994682,08598751
93832,PYF,030678,39809958
52084,BES,296609,83395724
52084,ABW,797238,75357496
38086,JEY,670241,18151152
38086,NER,874227,60765503
98919,HKG,697832,11411907
98919,SVK,144721,68372270
67458,GTM,977804,92962474
44118,COK,226278,47447968
56605,ZMB,471161,89239405
6048,TCD,979903,39173344
6048,EGY,866736,81321831
2972,TKM,789030,70884821
94297,OMN,155122,15934442
64851,BLM,366678,50693163
49151,FSM,419207,66084075
47984,SGS,715634,51197723
78216,SGS,906004,24673179
78216,TCA,978218,20822103
51427,MWI,204867,92509892
51427,MDG,389707,16632275
35426,HTI,052343,86511603
35426,TKL,233793,74182216
26470,KIR,193824,18921078
70630,HMD,407062,99531698
51160,CZE,078122,83742215
51160,FSM,074496,26778715
31113,VGB,081625,53856485
34950,ASM,857606,00019171
29526,FRA,540620,46190156
22773,BHS,569812,47419037
22773,CHE,996160,35220632
7871,BGR,751782,64163543
7871,BES,424543,77032176
86259,IMN,926429,08509880
86259,PRT,736248,08688404
9752,NFK,910885,62537836
83945,ARG,881868,28568336
83945,MHL,719148,56815934
11850,CMR,000615,24099890
11850,SSD,838568,37173953
72778,GMB,355598,31189901
86153,BLR,502397,97414282
86153,NIC,102976,01054682
5384,HMD,015914,15804776
5384,SOM,021696,84440039
55476,SPM,934908,04568775
55476,BMU,910408,12828066
5301,TUR,212378,92813317
25936,MNE,437491,40747197
45397,ECU,970627,56724263
45397,ERI,885974,12838990
89884,BHR,926182,91741680
89884,GUY,918902,03865946
21022,FJI,948667,27645975
96469,MTQ,232428,85750290
96469,MRT,880283,78777663
90092,KAZ,397891,57517082
90092,SWE,945428,39273918
94508,DJI,323980,56240294
94508,CPV,949670,05165093
90631,BRA,890811,17371168
19541,KAZ,651610,21133729
19541,VCT,967579,91516076
69351,IDN,083895,78502044
71937,HKG,471771,41595082
71937,ASM,232264,71342342
21268,GGY,319725,29751809
21268,KWT,055957,28347160
75761,PLW,357679,73821800
75761,GNB,186203,87559738
29120,MHL,456910,94906645
10831,HKG,954848,18655988
10831,IND,263519,12017090
46034,CUB,154125,93711656
46034,GLP,488711,49956573
10890,ARG,347847,32956482
10328,NAM,986698,20154472
66475,ATF,855748,05593733
98436,POL,028633,55595823
98436,ISL,112329,30587460
18871,GIN,779259,39754307
18871,ESP,322811,94557533
49414,UMI,722815,01668206
49414,PAK,092026,45733355
41352,FLK,716069,01847993
91050,ZAF,991737,41010800
91050,YEM,206140,31686867
